"A01.alpine.ski";"A02.tour.ski";"A03.snowboard";"A04.cross.country";"A05.ice.skating";"A06.sledge";"A07.tennis";"A08.riding";"A09.pool.sauna";"A10.spa";"A11.hiking";"A12.walk";"A13.org.excursion";"A14.ind.excursion";"A15.relax";"A16.dinner";"A17.shopping";"A18.concert";"A19.sightseeing";"A20.heimat";"A21.museum";"A22.theater";"A23.heurigen";"A24.local.event";"A25.disco"
0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;1;0;1;0;1;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;1;0;1;0;1;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;1;0;1;0;1;0;0;1;0
0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;1;0;1;1;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;0;1;0
1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0
1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;1;0;0;1;0;1;0;0;1;0
1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;1
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0
1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0
0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0
1;0;0;0;0;1;1;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0
1;0;0;0;0;1;0;0;1;0;1;1;0;1;1;1;1;0;1;0;0;0;0;0;0
1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;0;1;0;0;0;0;0;0
1;0;0;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;0;0;0;1
1;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1
0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0
0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;1;0;0;0;1;0
1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0
0;0;0;1;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;1;0
0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;1;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;0;1;0;0;0;0
0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1;0;0
0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;1;0;0
0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;1;1;0;0;0;0;0;0;1;1
1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;1;0;1;0;1;0;0;1;0
1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0
1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;1;0;1;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1
1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;1;1;0;0;0;0;0;0;1;0
0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;0;0;0;0;0;0
1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;1;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;0;0;0;1;0;0
0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;1;0;0;0;1;0;0
0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;1;0;1;0;0;0;0
0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0
0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;1;0;0;0;1;0
1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;1
1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;0;0;0;0;1;0
0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1
1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0
1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0
0;0;0;1;0;0;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;1
1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;1
1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0
1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1
0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0;0;1;0;1;0;0;1;0
0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0
0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;0;0;1;0;1;0;0;0;0
1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0
1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;1;1;0;1;1;1;0;0
0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;0;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;1;0;0;0;0
0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;1;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0
0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;1;1;1;0;1;1;0;0;0
0;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;1
0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;1;1;0;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;1;1;1;0;0
0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;1;0;1;1;0;0;0
0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;1;1;1;0
0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;1;0;1;0;1;1;1;0;0
0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;0;1;0;0
0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0
0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;1;0;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;0;0;0;1;0;1;0;0;0;0
0;0;0;0;0;0;1;0;1;0;0;1;0;1;1;1;0;0;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;1;0;1;1;0;0;1
0;0;0;0;0;0;1;0;1;0;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0
0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;1;1;0;1;0;1;0;1;0;0
0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;1;1;0;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0
0;0;0;0;0;0;1;0;1;1;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;0;1;1;1;0;0
0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;1;0;1;0;1;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;1;0;0;0
0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;1;0;1;0;1;0;1;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;0;1;1;1;0;0
0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;1;1;0;1;1;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;1;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;1;0;0;0;1;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;0;1;0;1;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;1;1;0;0;0
0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;1;1;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;1;1;1;0;0
0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;0;1;1;1;0;0
0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;1;0;1;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;1
0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;1;0;1;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;1;0;0;0;0;1;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0
0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;1;1;0;1;0;1;0;1;0;0
0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;1;1;1;1;1
0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;0;1;1;0;1;0;1;0;0
0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;1;0;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;1;0;1;0;1;1;0;1;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;1;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;0;1;0;1;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;1;1;1;1;0;1;0
0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;0;0
0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;1;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;1;0;0
0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;1;0;1;0;0
0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;1;0;1;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0
0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;1;0;0;0;1;0;0
0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;1;0;1;1;0;0;0
0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;1;1;1;0;1;0;1;0;0
0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;1;1;0;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;1;0;1;0;0;0;1
0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1
0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;1;0;1;0;1;0;0;0;1
0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;0;0;0;1;0;0
0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;1;0;1;0;1;0;0
0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;0;1;0;0;0;1;0;0
0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;0;1;0;0
0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;1;1;0;0;0
0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0
0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;1;0;1;1;1;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;0
0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;1;1;0;0;0;0;0;0
0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;1;0;0
0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;1;0;0;0;0;1;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;0;0;0;0;0;0
0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;1;1;1;0;1;0;1;0;0
0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0
0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0
0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;1;0;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;0;1;0;0;1;1
0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0
0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;1;0;1;1;0;0;0;1;1
0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;1;1;0;0;0;1;1
0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;0;1;0;0;0;0
1;0;1;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0
1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1
1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;1;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0
1;0;1;0;0;0;0;0;1;0;0;1;0;0;1;1;1;0;1;0;0;0;0;0;0
0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;1;0;1;0;0;0;0;0;1
0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;1;0;1;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;1;0;1;0;0;0;0
1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;1
0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;1
0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;0;0;0;1
1;0;0;1;0;0;0;0;1;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;1;0;0;1;0;1;1;0;1;1;1;1;0;1;0;0;0;0;0;1
1;0;0;1;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;1;0;0;0;0;0;0
1;0;0;0;0;1;1;0;0;0;1;1;0;0;0;1;1;0;1;0;0;0;0;1;1
1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;0;0;1;0;1
1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0
0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1
1;0;0;1;1;0;0;0;1;0;1;1;1;1;0;0;1;0;1;0;1;0;1;1;0
0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1
1;0;0;1;0;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1
1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;1
1;0;0;0;0;1;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0
0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0
1;0;0;1;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0
1;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;0;0;1;0;0;0;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0
1;0;1;0;0;0;0;0;1;1;1;1;1;1;1;0;1;0;1;1;0;0;0;1;1
0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0
0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;0;0;0;0;0
0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1
1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
